,fma_track_id,title.1,name,bit_rate,duration,genre_top
12615,56543,I Blame Myself,Obits,320000.0,181.0,Rock
12616,56544,New August,Obits,320000.0,237.0,Rock
12617,56545,No Fly List,Obits,320000.0,146.0,Rock
12618,56546,Shift Operator,Obits,320000.0,208.0,Rock
12619,56547,Run,Obits,320000.0,156.0,Rock
12620,56548,Light Sweet Crude,Obits,320000.0,225.0,Rock
12621,56549,You Gotta Lose,Obits,320000.0,195.0,Rock
12622,56550,SUD,Obits,320000.0,238.0,Rock
12623,56551,Everything Looks Better In The Sun,Obits,320000.0,196.0,Rock
12624,56552,Celebration,Krebs,192000.0,119.0,Rock
12625,56553,Untill I Bleed,Krebs,192000.0,89.0,Rock
12626,56554,Something Strange in the Row,Krebs,192000.0,87.0,Rock
12627,56555,Matsudo Sena,Krebs,192000.0,73.0,Rock
12628,56556,Cock Me,Krebs,192000.0,30.0,Rock
12629,56557,Satanic Joke,Krebs,192000.0,56.0,Rock
12630,56558,Kangoon,Krebs,192000.0,124.0,Rock
12631,56559,Wax 666,Krebs,192000.0,82.0,Rock
12632,56560,"Andante from Italian Concerto, BWV 971 (Bach)","Catrin Finch, harp",128000.0,301.0,Classical
12633,56561,"Piano Trio in D Major, Op. 70, No. 1 (“Ghost”) (Beethoven)",Claremont Trio,128000.0,1533.0,Classical
12634,56562,"String Trio in G Major, Op. 9, No. 1",Musicians from the Ravinia Festival Stean's Institute,128000.0,1623.0,Classical
12635,56563,"Sonata for Cello and Piano No. 1 in E minor, Op. 38","Wendy Warner, cello; Eileen Buck, piano",128000.0,1462.0,Classical
12636,56564,"String Quartet No. 2 in A minor, Op. 51",Jupiter String Quartet,128000.0,1925.0,Classical
12637,56565,"Sonata for violin and piano No. 2 in A Major, Op. 100","Nicola Benedetti, violin; Katya Apekisheva, piano",128000.0,1227.0,Classical
12638,56566,"Quintet in B minor for clarinet and strings, Op. 115",Chamber Music Society of Lincoln Center,128000.0,2206.0,Classical
12639,56567,Sonatensatz,"Viviane Hagner, violin; Avner Arad, piano",128000.0,356.0,Classical
12640,56568,Chansons de Bilitis (Debussy),"Paula Robison, flute; Mariko Anraku, harp",128000.0,756.0,Classical
12641,56569,"Terzetto in C Major, Op. 74",Chamber Music Society of Lincoln Center,128000.0,1022.0,Classical
12642,56570,"String Quartet in D Major, Op. 20, No. 4",Jupiter String Quartet,128000.0,1481.0,Classical
12643,56571,"Timothy Fain, violin; Jeremy Denk, piano: Violin Sonata No. 3",Jeremy Denk,192000.0,1556.0,Classical
12644,56573,"Clarinet Quintet in A Major, K. 581 (Mozart)",Musicians from Marlboro,128000.0,1861.0,Classical
12645,56574,"Wind Quintet in A Major, Op. 43",Musicians from Marlboro,128000.0,1605.0,Classical
12646,56575,Canon and Gigue in D Major for 3 violins and continuo (Pachelbel),Chamber Music Society of Lincoln Center,128000.0,392.0,Classical
12647,56576,"Sonata No. 1 in D minor, Op. 75","Viviane Hagner, violin; Avner Arad, piano",128000.0,1461.0,Classical
12648,56578,"Trio in B-flat Major, Op.99",Eroica Trio,128000.0,2485.0,Classical
12649,56579,"Piano Trio No. 3 in G minor, Op. 110",Claremont Trio,128000.0,1732.0,Classical
12650,56628,Case Closed,BADLUCK,320000.0,145.0,Hip-Hop
12651,56629,Wake Up Wit Me,BADLUCK,320000.0,143.0,Hip-Hop
12652,56630,In His Hands,BADLUCK,320000.0,183.0,Hip-Hop
12653,56631,My Party,BADLUCK,320000.0,290.0,Hip-Hop
12654,56632,The Soul Kitchen (Mash Remix),BADLUCK,320000.0,148.0,Hip-Hop
12655,56633,Case Closed (Zengineers Remix),BADLUCK,320000.0,168.0,Hip-Hop
12656,56634,Dey Get Down (Remixx),BADLUCK,320000.0,208.0,Hip-Hop
12657,56635,Dey Get Down (Zengineers Remix),BADLUCK,320000.0,251.0,Hip-Hop
12658,56636,Case Closed (A V-Man Near Death Remix),BADLUCK,320000.0,174.0,Hip-Hop
12659,56637,Case Closed (DrTechnical Remix),BADLUCK,320000.0,265.0,Hip-Hop
12660,56638,Vanity (V-Man Nostalgia Remix),BADLUCK,320000.0,251.0,Hip-Hop
12661,56639,Dey Get Down (Remixx Instrumental),BADLUCK,320000.0,228.0,Hip-Hop
12662,56640,Case Closed (Instrumental),BADLUCK,320000.0,145.0,Hip-Hop
12663,56641,Case Closed (Acapella),BADLUCK,320000.0,145.0,Hip-Hop
12664,56645,Koi No/Koko Joe/Justine,Jackie & The Cedrics,256000.0,363.0,Rock
12665,56646,Santa Claus is Coming to Town,Jackie & The Cedrics,256000.0,108.0,Rock
12666,56647,Introduction/Tall Dark Stranger,Jackie & The Cedrics,256000.0,195.0,Rock
12667,56648,Chattanooga Choo Choo Train,Jackie & The Cedrics,256000.0,108.0,Rock
12668,56649,Osaka Holiday,Jackie & The Cedrics,256000.0,140.0,Rock
12669,56650,Red River,Jackie & The Cedrics,256000.0,124.0,Rock
12670,56651,The Cat,Jackie & The Cedrics,256000.0,156.0,Rock
12671,56652,Bad Time,The Fadeaways,256000.0,207.0,Rock
12672,56653,(I Wanna Get Some) Action/That's The Way My Love Is,The Fadeaways,256000.0,269.0,Rock
12673,56654,North West,The Fadeaways,256000.0,115.0,Rock
12674,56655,Busy Body,The Fadeaways,256000.0,136.0,Rock
12675,56656,Ugly Man,The Fadeaways,256000.0,144.0,Rock
12676,56657,Won't Come Back,The Fadeaways,256000.0,151.0,Rock
12677,56658,Good Catch (WGNS recording),Smooch,192000.0,143.0,Rock
12678,56659,Vexation (WGNS recording),Smooch,192000.0,102.0,Rock
12679,56664,Green Is The Theme (instrumental),Smooch,192000.0,173.0,Rock
12680,56665,PC (instrumental),Smooch,192000.0,209.0,Rock
12681,56666,Pick Me Up (instrumental),Smooch,192000.0,157.0,Rock
12682,56667,Sprite Rite (instrumental),Smooch,192000.0,172.0,Rock
12683,56668,BoyNextDoor,Smooch,192000.0,134.0,Rock
12684,56669,Cosmopolitan (Version),Smooch,192000.0,205.0,Rock
12685,56670,Cosmopolitan,Smooch,192000.0,266.0,Rock
12686,56671,Good Catch,Smooch,192000.0,197.0,Rock
12687,56672,Good Catch (Version),Smooch,192000.0,150.0,Rock
12688,56673,Jerry's Song,Smooch,192000.0,119.0,Rock
12689,56674,Movement,Smooch,192000.0,112.0,Rock
12690,56675,Request For Tom,Smooch,192000.0,98.0,Rock
12691,56676,Scenery,Smooch,192000.0,260.0,Rock
12692,56677,Vexation (2 versions),Smooch,192000.0,230.0,Rock
12693,56678,Vexation,Smooch,192000.0,117.0,Rock
12694,56680,Wonderful,Smooch,192000.0,228.0,Rock
12695,56681,Wonderful (Smootch Session),Smooch,192000.0,201.0,Rock
12696,56795,Happiness Is,Podington Bear,320000.0,242.0,Electronic
12697,56796,The Pigeon Strut,Podington Bear,320000.0,266.0,Electronic
12698,56797,Herbie,Podington Bear,320000.0,223.0,Electronic
12699,56798,Breezin,Podington Bear,320000.0,168.0,Electronic
12700,56799,Twinkie,Podington Bear,320000.0,215.0,Electronic
12701,56800,Jazzer Incisors,Podington Bear,320000.0,222.0,Electronic
12702,56801,Sneaker Chase,Podington Bear,320000.0,155.0,Electronic
12703,56802,Falcon Hood,Podington Bear,320000.0,331.0,Electronic
12704,56803,Operatives,Podington Bear,320000.0,151.0,Electronic
12705,56804,Mutinee,Podington Bear,320000.0,182.0,Electronic
12706,56805,Origami,Podington Bear,320000.0,201.0,Electronic
12707,56815,The Night Will Come Soon,Min-Y-Llan,32000.0,272.0,Electronic
12708,56816,Together To Last,Min-Y-Llan,32000.0,256.0,Electronic
12709,56817,A&E Robot,Min-Y-Llan,32000.0,244.0,Electronic
12710,56818,My Hearts In Your Hands,Min-Y-Llan,32000.0,181.0,Electronic
12711,56820,I Miss U,Min-Y-Llan,32000.0,200.0,Electronic
12712,56821,You Always Fuck With My MindBox,Min-Y-Llan,32000.0,209.0,Electronic
12713,56822,Its Coming Soon,Min-Y-Llan,32000.0,235.0,Electronic
12714,56823,Every Morning I Wave To God But He Never Waves Back,Min-Y-Llan,32000.0,308.0,Electronic
12715,56824,I Will Come Out Of My Den,Min-Y-Llan,32000.0,346.0,Electronic
12716,56836,The Widower,The Might Could,256000.0,377.0,Rock
12717,56837,Stone Collossus,The Might Could,256000.0,356.0,Rock
12718,56838,Wretched Wraith,The Might Could,256000.0,204.0,Rock
12719,56839,Let 'Em Up Easy,The Might Could,256000.0,305.0,Rock
12720,56840,The Night They Shot Ol' Dixie Down,The Might Could,256000.0,426.0,Rock
12721,56841,Coming Clean,The Might Could,256000.0,220.0,Rock
12722,56842,I Don't Even Like Pantera Anymore,The Might Could,256000.0,321.0,Rock
12723,56852,Hot Dad Cool Hit,Tracky Birthday,320000.0,15.0,Pop
12724,56869,Opening/Pawn Storm,Karpov Not Kasparov,320000.0,275.0,Electronic
12725,56870,Kaissa,Karpov Not Kasparov,320000.0,213.0,Electronic
12726,56871,The Trouble With Time,Karpov Not Kasparov,320000.0,189.0,Electronic
12727,56872,Mechanical Turk,Karpov Not Kasparov,320000.0,256.0,Electronic
12728,56873,Deep Fritz,Karpov Not Kasparov,320000.0,182.0,Electronic
12729,56874,Midori,Beat Culture,320000.0,228.0,Electronic
12730,56875,Make It Hurt,Deaf Wish,256000.0,123.0,Rock
12731,56876,The Line Between Us,Deaf Wish,256000.0,145.0,Rock
12732,56877,Take What You Want//Traded You,Deaf Wish,256000.0,308.0,Rock
12733,56878,Elementary School,Deaf Wish,256000.0,77.0,Rock
12734,56879,Not By Myself,Deaf Wish,256000.0,180.0,Rock
12735,56880,White Heat Bikini,Deaf Wish,256000.0,223.0,Rock
12736,56881,Its Sick,Deaf Wish,256000.0,91.0,Rock
12737,56882,Crossing,Wooden Shjips,256000.0,382.0,Rock
12738,56883,Lazy Bones,Wooden Shjips,256000.0,252.0,Rock
12739,56884,Flight,Wooden Shjips,256000.0,505.0,Rock
12740,56885,We Ask You To Ride,Wooden Shjips,256000.0,394.0,Rock
12741,56895,(as Puppen),Lame Drivers,255713.0,164.0,Pop
12742,56929,Hit and Run,Jack Ruby,320000.0,149.0,Rock
12743,56930,Shake Your Tree,Tracky Birthday,320000.0,102.0,Electronic
12744,56931,Lemme Work It (with Roglok),Tracky Birthday,320000.0,253.0,Electronic
12745,56932,Wafan Coolo,Tracky Birthday,320000.0,216.0,Electronic
12746,56933,Sh-sh Sh-sh,Tracky Birthday,320000.0,215.0,Electronic
12747,56934,Efficiency (with Dragan Espenschied),Tracky Birthday,320000.0,170.0,Electronic
12748,56935,Gentle Threat (Gonzales Remix),Tracky Birthday,320000.0,142.0,Electronic
12749,56937,No Melons No Lemon,Tracky Birthday,320000.0,196.0,Electronic
12750,56938,Return To Putipu Island,Tracky Birthday,320000.0,114.0,Electronic
12751,56940,Where Are You?,Tracky Birthday,320000.0,146.0,Electronic
12752,56941,★☮ Olivia ☾☯,Tracky Birthday,320000.0,218.0,Electronic
12753,56943,Hot Dad Cool Hit,Tracky Birthday,320000.0,15.0,Electronic
12754,56944,Bonus Track,Tracky Birthday,320000.0,95.0,Electronic
12755,57037,El Sueño De La Razón,Niño Koi,320000.0,328.0,Rock
12756,57038,¿Adónde Está La Noche?,Niño Koi,320000.0,284.0,Rock
12757,57039,Celebran el Amanecer,Monte,320000.0,279.0,Rock
12758,57040,Cielo Aparente,Monte,320000.0,141.0,Rock
12759,57041,Inside and Out,Las Robertas,320000.0,210.0,Rock
12760,57042,Tele,Las Robertas,320000.0,204.0,Rock
12761,57043,Felino Dorado,Polär,320000.0,245.0,Rock
12762,57044,Jueves,Polär,320000.0,215.0,Rock
12763,57045,The Logical Means Of This Destruction,The Tower,320000.0,359.0,Rock
12764,57046,To Sleep And Wake Unafraid,The Tower,320000.0,247.0,Rock
12765,57047,Dark Horse,The Great Wilderness,320000.0,513.0,Rock
12766,57048,Barcelona,The Great Wilderness,320000.0,284.0,Rock
12767,57049,La Playa,Los Problemas,320000.0,166.0,Rock
12768,57050,Volar Alto,Los Problemas,320000.0,204.0,Rock
12769,57051,Ris Par,Zópilot!,320000.0,309.0,Rock
12770,57052,Mathemasician,Zópilot!,320000.0,385.0,Rock
12771,57053,A La Caida Del Dia,Continental,320000.0,301.0,Rock
12772,57054,Todos Nos Pertenece,Continental,320000.0,238.0,Rock
12773,57066,RubixBox,Tab & A.U.R.C.,320000.0,138.0,Hip-Hop
12774,57068,Flow,Anitek,320000.0,134.0,Hip-Hop
12775,57070,Type Of Guy,Studebaker's Blacksmith Shop,320000.0,259.0,Rock
12776,57071,The Heart Is A Lonely Hunter,The Search,320000.0,256.0,Rock
12777,57072,Old Wild Men,MUTE,320000.0,100.0,Hip-Hop
12778,57078,Lirik Untuk Lagu Pop,Belkastrelka,320000.0,337.0,Pop
12779,57080,That Day Joey Burns Offered Me A Job,Meanwhileproject.ltd,320000.0,256.0,Rock
12780,57178,"NO (Midi #2: Camille/""Modern Music Mix"")",Skeletons,320000.0,222.0,Pop
12781,57179,NO - Vocal Track,Skeletons,320000.0,222.0,Pop
12782,57180,NO (Midi Version),Skeletons,320000.0,222.0,Pop
12783,57230,"For 1, 2 or 3",S.E.M. Ensemble,320000.0,674.0,Classical
12784,57252,El Círculo,Mueran Humanos,256000.0,485.0,Rock
12785,57253,Horas Tristes,Mueran Humanos,256000.0,407.0,Rock
12786,57254,Cosméticos Para Cristo,Mueran Humanos,256000.0,324.0,Rock
12787,57255,Monstruo,Mueran Humanos,256000.0,297.0,Rock
12788,57256,Festival de las Luces,Mueran Humanos,256000.0,249.0,Rock
12789,57257,Interview with Brian Turner,Mueran Humanos,256000.0,346.0,Rock
12790,57391,Touching,Souvenir Driver,320000.0,269.0,Rock
12791,57393,Night Bus,Souvenir Driver,320000.0,295.0,Rock
12792,57394,Belief,Souvenir Driver,320000.0,276.0,Rock
12793,57395,Our Galaxy Looks at Us,Souvenir Driver,320000.0,89.0,Rock
12794,57396,In the Lighthouse,Souvenir Driver,320000.0,269.0,Rock
12795,57397,Ecstatic & Dull,Souvenir Driver,320000.0,461.0,Rock
12796,57398,Still Lives and Light Leaks,Souvenir Driver,320000.0,124.0,Rock
12797,57399,A Moment,Souvenir Driver,320000.0,278.0,Rock
12798,57400,Farm,Souvenir Driver,320000.0,119.0,Rock
12799,57402,Island,Souvenir Driver,320000.0,271.0,Rock
12800,57403,Mountains,Souvenir Driver,320000.0,200.0,Rock
12801,57404,Ethos,Souvenir Driver,320000.0,424.0,Rock
12802,57405,Prolgu,theAudiologist,320000.0,307.0,Electronic
12803,57406,Mystic Cave,theAudiologist,320000.0,281.0,Electronic
12804,57407,Double Int X,theAudiologist,320000.0,302.0,Electronic
12805,57408,Qitag,theAudiologist,320000.0,248.0,Electronic
12806,57409,Fleeting Gnats,theAudiologist,320000.0,240.0,Electronic
12807,57410,Jinx (Audiologist Remix),theAudiologist,320000.0,296.0,Electronic
12808,57411,Opasenye,theAudiologist,320000.0,300.0,Electronic
12809,57412,Halloween,theAudiologist,320000.0,283.0,Electronic
12810,57413,Batts,theAudiologist,320000.0,208.0,Electronic
12811,57414,9ine,theAudiologist,320000.0,163.0,Electronic
12812,57415,Theatre v2,theAudiologist,320000.0,243.0,Electronic
12813,57416,Kneel,theAudiologist,320000.0,624.0,Electronic
12814,57417,Opasenye [NONIMX],theAudiologist,320000.0,384.0,Electronic
12815,57435,Way Beyond the Logic of Odds by Decade in Exile,Decade in Exile,270704.0,319.0,Pop
12816,57437,When I Leave My House by Decade in Exile,Decade in Exile,263799.0,333.0,Pop
12817,57439,Patti's Town by Decade in Exile,Decade in Exile,263457.0,260.0,Pop
12818,57443,The Palace at the Edge of Time,Ascetic,320000.0,210.0,Electronic
12819,57444,Hyperbolic Geometry,Ascetic,320000.0,602.0,Electronic
12820,57446,Constructed Reality Inside What is Possible,Ascetic,320000.0,332.0,Electronic
12821,57447,The Palace at the Edge of Time (Part 2),Ascetic,320000.0,370.0,Electronic
12822,57450,Circles Arcs + Swirls,The Cynics,256000.0,184.0,Rock
12823,57451,Spinning Wheel Motel,The Cynics,256000.0,263.0,Rock
12824,57452,Gehenna,The Cynics,256000.0,171.0,Rock
12825,57453,Yeah,The Cynics,256000.0,197.0,Rock
12826,57454,Junk,The Cynics,256000.0,255.0,Rock
12827,57455,I Need More,The Cynics,256000.0,184.0,Rock
12828,57456,The Ring,The Cynics,256000.0,155.0,Rock
12829,57457,Interview,The Cynics,256000.0,1086.0,Rock
12830,57458,Rock Club,The Cynics,256000.0,153.0,Rock
12831,57468,Robotic Service,Cruddy,256000.0,82.0,Rock
12832,57469,My Level,Cruddy,256000.0,76.0,Rock
12833,57470,Slow News Day,Cruddy,256000.0,69.0,Rock
12834,57471,Swarm Of Flies,Cruddy,256000.0,124.0,Rock
12835,57472,Discount Fate,Cruddy,256000.0,59.0,Rock
12836,57473,Deconstruction Workers,Cruddy,256000.0,92.0,Rock
12837,57474,Burn It Down (Suicide Commandos Cover),Cruddy,256000.0,131.0,Rock
12838,57475,Incendiary,Cruddy,256000.0,95.0,Rock
12839,57476,Future Disease,Cruddy,256000.0,116.0,Rock
12840,57477,Negative World,Cruddy,256000.0,89.0,Rock
12841,57478,New One,Cruddy,256000.0,96.0,Rock
12842,57493,NY Honeys,Barreracudas,256000.0,177.0,Rock
12843,57494,Diet Coke,Barreracudas,256000.0,119.0,Rock
12844,57495,I Won't Wait,Barreracudas,256000.0,139.0,Rock
12845,57496,Numbers,Barreracudas,256000.0,136.0,Rock
12846,57497,Promises Promises,Barreracudas,256000.0,177.0,Rock
12847,57499,Baby Baby Baby,Barreracudas,256000.0,175.0,Rock
12848,57500,Girl,Barreracudas,256000.0,145.0,Rock
12849,57508,A Cube Slowly Revolving in Space.mp3,Ascetic,320000.0,298.0,Electronic
12850,57540,Oxuria Memoth,Ralp,320000.0,215.0,Electronic
12851,57541,Brubarb,Ralp,320000.0,177.0,Electronic
12852,57542,Fosforor,Ralp,320000.0,158.0,Electronic
12853,57543,Extrudrall,Ralp,320000.0,187.0,Electronic
12854,57544,Trillotaux,Ralp,320000.0,144.0,Electronic
12855,57545,Urreah,Ralp,320000.0,121.0,Electronic
12856,57546,Potain,Ralp,320000.0,163.0,Electronic
12857,57547,Pinacles,Ralp,320000.0,260.0,Electronic
12858,57550,Crack & Pool,Black Fortress of Opium,256000.0,443.0,Rock
12859,57551,Ari,Black Fortress of Opium,256000.0,431.0,Rock
12860,57552,Desperate Kiss,Black Fortress of Opium,256000.0,242.0,Rock
12861,57553,Afyonkarahisar Battle Cry,Black Fortress of Opium,256000.0,301.0,Rock
12862,57554,Blind,Black Fortress of Opium,256000.0,342.0,Rock
12863,57555,Regret & Rue,Black Fortress of Opium,256000.0,283.0,Rock
12864,57556,The Sealed Word,Black Fortress of Opium,256000.0,160.0,Rock
12865,57557,The Facts of Love,Black Fortress of Opium,256000.0,228.0,Rock
12866,57558,Twelve Gross,Black Fortress of Opium,256000.0,329.0,Rock
12867,57565,Girl of the Night,King Louie's Missing Monuments,256000.0,223.0,Rock
12868,57566,Lookin',King Louie's Missing Monuments,256000.0,202.0,Rock
12869,57567,It's Like Ecstacy,King Louie's Missing Monuments,256000.0,187.0,Rock
12870,57568,Grrrl,King Louie's Missing Monuments,256000.0,220.0,Rock
12871,57569,Super Hero,King Louie's Missing Monuments,256000.0,273.0,Rock
12872,57570,Girl Girl Girl Girl Girl Girl Girl,Radioactive Sparrow & Brown Torpedo,320000.0,334.0,Rock
12873,57571,I Feel Involved In Your World,Radioactive Sparrow & Brown Torpedo,320000.0,262.0,Rock
12874,57574,Total Belief,Radioactive Sparrow & Brown Torpedo,320000.0,338.0,Rock
12875,57575,Fingermouse And The Dirty Bush,Radioactive Sparrow & Brown Torpedo,320000.0,187.0,Rock
12876,57576,The Flake,Radioactive Sparrow & Brown Torpedo,320000.0,258.0,Rock
12877,57577,Britain's Gone Different,Radioactive Sparrow & Brown Torpedo,320000.0,218.0,Rock
12878,57579,Son Of Death (Part One),Radioactive Sparrow & Brown Torpedo,320000.0,220.0,Rock
12879,57580,Son Of Death (Part Two - Son Of Death),Radioactive Sparrow & Brown Torpedo,320000.0,137.0,Rock
12880,57582,Dragons' Den,Radioactive Sparrow & Brown Torpedo,320000.0,203.0,Rock
12881,57583,Prawn Viking,Radioactive Sparrow & Brown Torpedo,320000.0,228.0,Rock
12882,57584,Jesus Bees,Radioactive Sparrow & Brown Torpedo,320000.0,354.0,Rock
12883,57585,Son Of Death (Part Three - Final Results),Radioactive Sparrow & Brown Torpedo,320000.0,205.0,Rock
12884,57607,Pretender,King Louie's Missing Monuments,256000.0,153.0,Rock
12885,57608,Searching For God (Colin L. Orchestra and Guardian Alien),Colin L. Orchestra,320000.0,901.0,Rock
12886,57624,Art Is Dead,Phantom Payn Days,320000.0,209.0,Rock
12887,57631,We'll Take You Higher,Live Ones,192000.0,140.0,Rock
12888,57632,Disowned,Live Ones,192000.0,149.0,Rock
12889,57633,Therapy,Live Ones,192000.0,147.0,Rock
12890,57634,Laugh Out Loud,Live Ones,192000.0,189.0,Rock
12891,57635,Lifeline,Live Ones,192000.0,156.0,Rock
12892,57636,Get Up and Move,Live Ones,192000.0,184.0,Rock
12893,57637,Got What You Wanted,Live Ones,192000.0,179.0,Rock
12894,57638,Right On Sister,Live Ones,192000.0,206.0,Rock
12895,57655,I Got Friends/Shark?,Shark?,192000.0,429.0,Rock
12896,57656,I'm Sorry,Shark?,192000.0,155.0,Rock
12897,57657,Be My Money,Shark?,192000.0,187.0,Rock
12898,57658,I'm an Animal,Shark?,192000.0,216.0,Rock
12899,57659,This is Living,Shark?,192000.0,183.0,Rock
12900,57660,You Don't Love Me (Anymore),Shark?,192000.0,190.0,Rock
12901,57661,Hip Hop Hooray,Shark?,192000.0,187.0,Rock
12902,57662,Down Low,Shark?,192000.0,195.0,Rock
12903,57663,Hey Grrl,Shark?,192000.0,107.0,Rock
12904,57666,Live at The Red Rattler 2010,Stitched Vision,320000.0,1230.0,Electronic
12905,57680,suckle the balls of baphomet,Secret Dick,128000.0,66.0,Rock
12906,57805,Hamburger Boy,Happy Refugees,192000.0,166.0,Rock
12907,57806,Screaming & Shouting,Happy Refugees,192000.0,148.0,Rock
12908,57807,This is Cold,Happy Refugees,192000.0,125.0,Rock
12909,57808,Inertia,Happy Refugees,192000.0,137.0,Rock
12910,57809,Falling For You,Happy Refugees,192000.0,158.0,Rock
12911,57810,Warehouse Sound,Happy Refugees,192000.0,295.0,Rock
12912,57811,Talkin' New York,Happy Refugees,192000.0,50.0,Rock
12913,57812,Last Chance Saloon,Happy Refugees,192000.0,201.0,Rock
12914,57813,Enshrined in a Memory,Happy Refugees,192000.0,174.0,Rock
12915,57819,Floss Suffers From Gamma Radiation,Blue Ducks,121983.0,108.0,Hip-Hop
12916,57820,"Four, Floss, Five, Six",Blue Ducks,132931.0,152.0,Hip-Hop
12917,57821,Floss Is Full Of Surprises,Blue Ducks,126257.0,165.0,Hip-Hop
12918,57822,Floss Hates Prime Numbers,Blue Ducks,132512.0,74.0,Hip-Hop
12919,57823,Farewell To Floss,Blue Ducks,117878.0,121.0,Hip-Hop
12920,57882,Krebz,Krebs,192000.0,67.0,Rock
12921,57883,Nekropsy,Krebs,192000.0,143.0,Rock
12922,57884,Piss of Mc Crown,Krebs,192000.0,106.0,Rock
12923,57885,Dead Dad,Krebs,192000.0,31.0,Rock
12924,57886,Wiccan Period Blood,Krebs,192000.0,148.0,Rock
12925,57887,Gunshot Orgazm,Krebs,192000.0,70.0,Rock
12926,57888,Malaria,Krebs,192000.0,120.0,Rock
12927,57889,Dejectus Cervis,Krebs,192000.0,34.0,Rock
12928,57890,Furuncle,Krebs,192000.0,68.0,Rock
12929,57891,Maybe I'm Hell,Krebs,192000.0,96.0,Rock
12930,57892,There's Something Inside my Kunt,Krebs,192000.0,132.0,Rock
12931,57960,Presecanje,Ljudske Potrebe,256000.0,152.0,Rock
12932,57961,Udruženje građana (live),Ljudske Potrebe,320000.0,197.0,Rock
12933,57962,Metafora,Ljudske Potrebe,256000.0,179.0,Rock
12934,57963,Beskrajno smo sami (feat. Punkerstein),Ljudske Potrebe,320000.0,228.0,Rock
12935,57964,Slojevi,Ljudske Potrebe,320000.0,248.0,Rock
12936,57965,Povratak u realno,Ljudske Potrebe,256000.0,183.0,Rock
12937,57966,U javi,Ljudske Potrebe,256000.0,197.0,Rock
12938,57967,Doviđenja (feat. Goran Grubišić)(Live),Ljudske Potrebe,320000.0,154.0,Rock
12939,57968,Grad,Ljudske Potrebe,320000.0,549.0,Rock
12940,57975,Anomie,Tantrums,320000.0,309.0,Electronic
12941,57976,Anomie (Collarbones Remix),Tantrums,320000.0,145.0,Electronic
12942,57977,Anomie (WORNG Remix),Tantrums,320000.0,355.0,Electronic
12943,57978,Anomie (TANTRUMS REMIX),Tantrums,320000.0,220.0,Electronic
12944,57979,As we said goodbye to everything we ever knew,Kris Keogh,320000.0,56.0,Electronic
12945,57980,"You sat, looking out, but couldn’t begin to explain",Kris Keogh,320000.0,142.0,Electronic
12946,57981,"Above Paris, with stars in our eyes",Kris Keogh,320000.0,225.0,Electronic
12947,57982,With our own atmosphere,Kris Keogh,320000.0,45.0,Electronic
12948,57983,Secretly knowing we’d never be the same,Kris Keogh,320000.0,210.0,Electronic
12949,57984,"It felt like my future, inside a black & white movie",Kris Keogh,320000.0,165.0,Electronic
12950,57985,As meteor showers melted your heart,Kris Keogh,320000.0,136.0,Electronic
12951,57986,"Frozen, danger ringing in my ears",Kris Keogh,320000.0,169.0,Electronic
12952,57987,Your eyes said we were never coming back,Kris Keogh,320000.0,236.0,Electronic
12953,57988,I held on so tight as our whole world disintegrated,Kris Keogh,320000.0,352.0,Electronic
12954,57989,"We were gone, further than forever",Kris Keogh,320000.0,165.0,Electronic
12955,57990,Chain Reaction,Bacalao,320000.0,229.0,Electronic
12956,57991,T.E.P.C.O.,Bacalao,320000.0,191.0,Electronic
12957,57992,"I got Yog DNA, do you? (featuring Yog)",Bacalao,320000.0,112.0,Electronic
12958,57993,Skeletor,Bacalao,320000.0,248.0,Electronic
12959,57994,"'74 - '75 (remix, original track by the Connells)",Bacalao,320000.0,218.0,Electronic
12960,57995,Acropolis,No Zu,320000.0,304.0,Rock
12961,57996,(Reservoir) Psychic,No Zu,320000.0,53.0,Rock
12962,57997,Ghastly Blank,No Zu,320000.0,246.0,Rock
12963,57998,(Coburg) Mystical,No Zu,320000.0,151.0,Rock
12964,57999,Horoscope,No Zu,320000.0,420.0,Rock
12965,58077,ha'zman,Ophir Ilzetzki,128000.0,120.0,Classical
12966,58093,The New E,Alligator Indian,320000.0,139.0,Rock
12967,58115,Spooky,The Golden Hours,320000.0,183.0,Pop
12968,58116,My Feet Beneath The Water,The Golden Hours,320000.0,165.0,Pop
12969,58117,The Painting I Made,The Golden Hours,320000.0,134.0,Pop
12970,58156,hishtokekut ha'chomer le'tzurah,Ophir Ilzetzki,192000.0,190.0,Classical
12971,58157,be'afar ha'mechakeh be'dumiyah,Ophir Ilzetzki,192000.0,347.0,Classical
12972,58160,ha'zman (London),Ophir Ilzetzki,192000.0,117.0,Classical
12973,58161,DREAMS REALLY DO COME TRUE,Elvis Herod,320000.0,233.0,Pop
12974,58162,CHICKEN OVERTURE,Elvis Herod,320000.0,75.0,Pop
12975,58163,CORANATION STREET,Elvis Herod,128000.0,188.0,Pop
12976,58164,SILENT NIGHT (Feat Mixmaster Axewound),Elvis Herod,128000.0,102.0,Pop
12977,58165,EDDIE BLAKES THEME,Elvis Herod,128000.0,8.0,Pop
12978,58166,CHICKEN INTRODUCTION,Elvis Herod,320000.0,80.0,Pop
12979,58167,BETTY FATTS,Elvis Herod,128000.0,132.0,Pop
12980,58168,SK8TER BOI (Feat Mixmaster Axewound),Elvis Herod,128000.0,86.0,Pop
